Ad No,Name,Price,Model Year,Location,Mileage,Registered City,Engine Type,Engine Capacity,Transmission,Color,Assembly,Body Type,Features,Last Updated,URL
4142081,Honda Civic VTi 1.8 i-VTEC 2014,2025000,2014," Johar Town, Lahore Punjab",120000,Lahore,1,1800,2,Black,Local,2," AM/FM Radio, Air Conditioning, CD Player, Immobilizer Key",2-Jul-20,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-4142081
4142090,Suzuki Alto ECO-S 2014,1475000,2014," K.A.E.C.H.S, Karachi Sindh",35000,Karachi,1,660,1,Burgundy,Imported,1," ABS, AM/FM Radio, Air Conditioning, CD Player, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, USB and Auxillary Cable",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-alto-2014-for-sale-in-karachi-4142090
4142078,Toyota Vitz F 1.0 2017,2450000,2017, Karachi Sindh,40000,Un-Registered,1,1000,1,White,Imported,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-vitz-2017-for-sale-in-karachi-4142078
4142076,Toyota Prado TX Limited 2.7 2006,5450000,2006," DHA Defence, Karachi Sindh",72000,Karachi,1,2700,1,White,Local,3," ABS, AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-prado-2006-for-sale-in-karachi-4142076
4142089,Honda City Aspire Prosmatec 1.3 i-VTEC 2017,2550000,2017," F- 8, Islamabad Islamabad",39000,Islamabad,1,1300,1,White,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-islamabad-4142089
4142092,Suzuki Bolan VX Euro II 2017,990000,2017, Rawalpindi Punjab,41000,Islamabad,1,800,2,White,Local,6," AM/FM Radio, Air Conditioning, Cassette Player",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-bolan-2017-for-sale-in-rawalpindi-4142092
4142095,Honda City 1.3 i-VTEC 2009,1550000,2009," Adiala Road, Rawalpindi Punjab",220000,Islamabad,1,1300,2,Grey,Local,2," AM/FM Radio, Alloy Rims, Power Locks",2-Jul-20,https://www.pakwheels.com/used-cars/honda-city-2009-for-sale-in-rawalpindi-4142095
4141484,Hyundai Santro Club GV 2006,730000,2006," University Road, Peshawar KPK",85000,Lahore,1,1100,2,Assembly,Local,1," AM/FM Radio, Air Conditioning, CD Player, Immobilizer Key",2-Jul-20,https://www.pakwheels.com/used-cars/hyundai-santro-2006-for-sale-in-peshawar-4141484
4142106,Suzuki Baleno JXR 2004,760000,2004, Islamabad Islamabad,115000,Islamabad,1,1300,2,White,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-baleno-2004-for-sale-in-islamabad-4142106
4142109,Suzuki Mehran VX 2003,349000,2003, Toba Tek Singh Punjab,100000,Faisalabad,1,800,2,White,Local,1," ABS, AM/FM Radio, Air Conditioning, CD Player, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, Rear speakers",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2003-for-sale-in-toba-tek-singh-4142109
4142120,Toyota Prius S LED Edition 1.8 2010,2225000,2010, Faisalabad Punjab,65000,Lahore,1,1800,1,Silver,Imported,2," AM/FM Radio, Air Conditioning, Cassette Player",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-prius-2010-for-sale-in-faisalabad-4142120
4142121,Mercedes Benz C Class C180 1997,1190000,1997," Bahria Town, Lahore Punjab",165000,Islamabad,1,1800,1,Silver,Local,2," ABS, AM/FM Radio, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/mercedes-benz-c-class-1997-for-sale-in-lahore-4142121
4142117,Toyota Corolla GLi 1.3 VVTi 2015,2325000,2015, Islamabad Islamabad,78000,Islamabad,1,1300,2,Silver,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-4142117
4142115,Suzuki Cultus VXR 2005,500000,2005, Karachi Sindh,80000,Karachi,1,1000,2,White,Local,1," AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2005-for-sale-in-karachi-4142115
4142123,Nissan Clipper E Aero Version 2013,1195000,2013," Aabpara Market, Islamabad Islamabad",82547,Islamabad,1,660,1,Silver,Imported,4, Air Conditioning,2-Jul-20,https://www.pakwheels.com/used-cars/nissan-clipper-2013-for-sale-in-islamabad-4142123
4142072,Suzuki Mehran VX 2006,470000,2006, Taxila Punjab,133383,Rawalpindi,1,800,2,White,Local,1," AM/FM Radio, Air Conditioning, CD Player, Immobilizer Key",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2006-for-sale-in-taxila-4142072
4142017,Daihatsu Tanto Custom L 2011,1150000,2011," Dheri Hassanabad, Rawalpindi Punjab",70000,Rawalpindi,1,660,1,White,Imported,1," AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/daihatsu-tanto-2011-for-sale-in-rawalpindi-4142017
4142021,Suzuki Mehran VXR (CNG) 2010,575000,2010, Shah kot Punjab,55000,Faisalabad,1,800,2,Blue,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-shah-kot-4142021
4142019,Suzuki Wagon R VXL 2017,1450000,2017, Karachi Sindh,23000,Karachi,1,1000,2,Grey,Local,1," AM/FM Radio, Air Conditioning, Alloy Rims, Cassette Player, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2017-for-sale-in-karachi-4142019
4142024,Suzuki Alto VXR (CNG) 2011,775000,2011," Gulshan-e-Iqbal, Karachi Sindh",59000,Karachi,1,1000,2,White,Local,1," AM/FM Radio, Air Conditioning",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-alto-2011-for-sale-in-karachi-4142024
4141279,Honda Grace Hybrid EX 2015,3400000,2015, Islamabad Islamabad,61000,Islamabad,3,1500,1,Black,Imported,2," AM/FM Radio, Air Conditioning, Cassette Player",2-Jul-20,https://www.pakwheels.com/used-cars/honda-grace-hybrid-2015-for-sale-in-islamabad-4141279
4142029,Suzuki Cultus VXRi 2011,890000,2011," Islamabad Expressway, Islamabad Islamabad",67500,Islamabad,1,1000,2,White,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2011-for-sale-in-islamabad-4142029
4142030,Honda Civic VTi Oriel 1.6 2005,1290000,2005," Hayatabad, Peshawar KPK",150000,Peshawar,1,1600,2,Black,Local,2," AM/FM Radio, Air Conditioning, Cassette Player",2-Jul-20,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-peshawar-4142030
4142039,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2245000,2014," Manzoor Colony, Karachi Sindh",75000,Karachi,1,1800,1,White,Local,2," AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-karachi-4142039
4142054,KIA Pride 1.1 1996,180000,1996," Par Hoti, Mardan KPK",170000,Nowshera cantt,1,1100,2,White,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",2-Jul-20,https://www.pakwheels.com/used-cars/kia-pride-1996-for-sale-in-mardan-4142054
4142043,Honda City Aspire 1.3 i-VTEC 2013,1700000,2013," Hafizabad Bypass, Hafizabad Punjab",100000,Lahore,1,1300,2,Black,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-hafizabad-4142043
4142057,Suzuki Swift DLX Automatic 1.3 2014,1475000,2014," DHA Defence, Lahore Punjab",80000,Lahore,1,1300,1,White,Local,1," AM/FM Radio, Immobilizer Key",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-swift-2014-for-sale-in-lahore-4142057
4142060,Honda Civic Oriel 1.8 i-VTEC CVT 2018,3890000,2018," F- 7, Islamabad Islamabad",10000,Un-Registered,1,1800,1,White,Local,2," AM/FM Radio, Air Conditioning",2-Jul-20,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-islamabad-4142060
3800008,Honda Civic Oriel 1.8 i-VTEC CVT 2017,3225000,2017," Maulana Shaukat Ali Road, Lahore Punjab",30000,Islamabad,1,1800,1,Silver,Local,2," AM/FM Radio, Air Conditioning",2-Jul-20,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-3800008
4142062,Suzuki Mehran VX Euro II 2014,675000,2014," Khushab Road Jouharabad, Khushab Punjab",38000,Lahore,1,800,2,White,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-khushab-4142062
4142069,Daihatsu Cuore CX Eco 2006,525000,2006," Air Port, Karachi Sindh",150000,Karachi,1,800,2,Grey,Local,1," ABS, AM/FM Radio, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/daihatsu-cuore-2006-for-sale-in-karachi-4142069
4142068,Honda Civic 1.8 i-VTEC CVT 2017,3075000,2017," Bahria Town, Islamabad Islamabad",53000,Islamabad,1,1800,1,White,Local,2," ABS, AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-4142068
4142065,Suzuki Mehran VXR 2011,580000,2011, Abdul Hakeem Punjab,57000,Lahore,1,800,2,White,Local,1," AM/FM Radio, Air Conditioning",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-abdul-hakeem-4142065
4142071,Suzuki Swift DLX 1.3 2016,1600000,2016," I-10, Islamabad Islamabad",70000,Islamabad,1,1300,2,Grey,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Climate Control, Cruise Control, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear AC Vents, Rear Camera, Rear speakers, Steering Switches, USB and Auxillary Cable",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-swift-2016-for-sale-in-islamabad-4142071
4142011,Toyota Prado TX Limited 2.7 2005,5500000,2005," Affandi Colony, Rawalpindi Punjab",106000,Lahore,1,2700,1,White,Imported,3," AM/FM Radio, Air Conditioning, Cassette Player",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-prado-2005-for-sale-in-rawalpindi-4142011
4141958,Toyota Corolla GLi 1.3 VVTi 2015,2315000,2015," Khakwani Colony, Bahawalpur Punjab",31000,Lahore,1,1300,2,Silver,Local,2," ABS, AM/FM Radio, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-bahawalpur-4141958
4141961,Mitsubishi Mirage 1.0 G 2015,1850000,2015, Lahore Punjab,41000,Gujranwala,1,1000,1,Grey,Imported,1," AM/FM Radio, Air Conditioning, Alloy Rims, Power Locks",2-Jul-20,https://www.pakwheels.com/used-cars/mitsubishi-mirage-2015-for-sale-in-lahore-4141961
4141964,Suzuki Alto S Package 2015,1350000,2015," 7th Avenue, Islamabad Islamabad",55000,Islamabad,1,660,1,Assembly,Imported,1," ABS, AM/FM Radio, Air Conditioning, CD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-alto-2015-for-sale-in-islamabad-4141964
4141967,Suzuki Alto VX 2011,590000,2011," Gul-Bahar, Peshawar KPK",48000,Islamabad,1,1000,2,White,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-alto-2011-for-sale-in-peshawar-4141967
4141970,Suzuki Cultus VXR 2005,560000,2005, Mardan KPK,67150,Lahore,1,1000,2,Silver,Local,1," AM/FM Radio, Air Conditioning, CD Player, Power Steering",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2005-for-sale-in-mardan-4141970
4141973,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2400000,2014," G-10, Islamabad Islamabad",170000,Islamabad,1,1800,1,Black,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-islamabad-4141973
4141410,Honda City i-DSI 2006,1075000,2006," Bahria Town, Lahore Punjab",197000,Karachi,1,1300,2,Black,Local,2," ABS, AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, DVD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-lahore-4141410
4141980,Toyota Corolla Assista X 2005,1825000,2005," Cricket Stadium Road, Rawalpindi Punjab",142000,Islamabad,1,1300,1,White,Imported,1," ABS, AM/FM Radio, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-assista-2005-for-sale-in-rawalpindi-4141980
4141981,Toyota Corolla GLi Automatic 1.6 VVTi 2014,2075000,2014," DHA Defence, Lahore Punjab",125000,Lahore,1,1600,1,Black,Local,2," AM/FM Radio, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-4141981
4141986,Suzuki Alto VX 2019,1280000,2019," North Nazimabad, Karachi Sindh",5800,Karachi,1,660,2,Silver,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-alto-2019-for-sale-in-karachi-4141986
4141989,Toyota Corolla GLi 1.3 VVTi 2016,2275000,2016, Gujranwala Punjab,65000,Islamabad,1,1300,2,Black,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-gujranwala-4141989
4141998,Suzuki Cultus VXR (CNG) 2002,540000,2002," Johar Town, Lahore Punjab",80000,Lahore,1,1000,2,White,Local,1," AM/FM Radio, Air Conditioning, CD Player",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2002-for-sale-in-lahore-4141998
4142001,Toyota Corolla GLi 1.3 VVTi 2009,1300000,2009," Safoora, Karachi Sindh",81540,Karachi,1,1300,2,Silver,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, USB and Auxillary Cable",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-karachi-4142001
4141991,Honda City 1.3 i-VTEC 2015,1900000,2015," Kahna, Lahore Punjab",41000,Lahore,1,1300,2,Silver,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-4141991
4140171,Suzuki Mehran VX Euro II 2016,815000,2016," 7th Avenue, Islamabad Islamabad",54000,Islamabad,1,800,2,White,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-4140171
4142008,Suzuki Margalla GL 1996,320000,1996," Clifton, Karachi Sindh",100000,Karachi,1,1300,2,Black,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-margalla-1996-for-sale-in-karachi-4142008
4142009,Suzuki Mehran VX Euro II 2019,1015000,2019," Jail Road, Lahore Punjab",6200,Lahore,1,800,2,White,Local,1," ABS, AM/FM Radio, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2019-for-sale-in-lahore-4142009
4142002,Honda City EXi 2002,625000,2002, Kot Momin Punjab,250525,Lahore,1,1300,2,White,Local,2," AM/FM Radio, Alloy Rims, CD Player, DVD Player, Immobilizer Key",2-Jul-20,https://www.pakwheels.com/used-cars/honda-city-2002-for-sale-in-kot-momin-4142002
4142013,Suzuki Mehran VX 2011,480000,2011, Sadiqabad Punjab,50000,Multan,1,800,2,Black,Imported,1," AM/FM Radio, Air Conditioning",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-sadiqabad-4142013
4142010,Toyota Corolla GLi 1.3 VVTi 2009,1350000,2009," Saddar Town, Karachi Sindh",100000,Karachi,1,1300,2,Silver,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-karachi-4142010
4141909,Daihatsu Mira Cocoa X SPECIAL 2013,1350000,2013," Gulistan-e-Jauhar, Karachi Sindh",60000,Islamabad,1,660,1,Silver,Imported,1," AM/FM Radio, Air Conditioning, CD Player",2-Jul-20,https://www.pakwheels.com/used-cars/daihatsu-mira-cocoa-2013-for-sale-in-karachi-4141909
4141913,KIA Sportage FWD 2004,835000,2004," PMA Road, Abottabad KPK",100000,Lahore,1,2000,2,Silver,Imported,5," ABS, AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, Cassette Player, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",2-Jul-20,https://www.pakwheels.com/used-cars/kia-sportage-2004-for-sale-in-abottabad-4141913
4141953,Toyota Corolla GLi 1.3 VVTi 2016,2275000,2016, Lahore Punjab,168000,Lahore,1,1300,2,White,Local,2," AM/FM Radio, Air Conditioning, Alloy Rims, CD Player",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-4141953
4141922,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2500000,2014," DHA Defence, Lahore Punjab",95300,Lahore,1,1800,1,Black,Local,2," AM/FM Radio, Air Conditioning, Alloy Rims, Cassette Player, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",2-Jul-20,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-4141922
4141911,Honda City i-DSI 2006,1100000,2006, Lodhran Punjab,150000,Karachi,1,1300,2,Grey,Local,2," AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-lodhran-4141911
4141921,Toyota Corolla GLi 1.3 VVTi 2018,2390000,2018," Chakri Road, Rawalpindi Punjab",70000,Lahore,1,1300,2,White,Local,2," AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Steering, Power Windows, USB and Auxillary Cable",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-rawalpindi-4141921
4141915,Toyota Corolla GLi Automatic 1.3 VVTi 2017,2590000,2017, Gujrat Punjab,60000,Lahore,1,1300,1,Grey,Local,2," AM/FM Radio, Air Conditioning, CD Player, Immobilizer Key",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-gujrat-4141915
4141927,Suzuki Mehran VXR Euro II 2019,1090000,2019," Satellite Town, Rawalpindi Punjab",25480,Islamabad,1,800,2,White,Local,1," ABS, AM/FM Radio, Air Conditioning, CD Player, DVD Player, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2019-for-sale-in-rawalpindi-4141927
4141938,Toyota Corolla Altis 1.8 2006,1300000,2006, Nowshera cantt KPK,100000,Lahore,1,1800,1,White,Local,2," AM/FM Radio, Air Conditioning, CD Player, Cassette Player, Front Speakers, Keyless Entry, Power Locks, Rear speakers, USB and Auxillary Cable",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-2006-for-sale-in-nowshera-cantt-4141938
4117809,Toyota Allion A18 2007,2300000,2007," Bahria Town, Islamabad Islamabad",117408,Islamabad,1,1800,1,White,Imported,2," AM/FM Radio, Immobilizer Key",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-allion-2007-for-sale-in-islamabad-4117809
4141929,Suzuki Cultus VXR 2007,625000,2007," P.W.D Housing Scheme, Islamabad Islamabad",95000,Islamabad,1,1000,2,Blue,Local,1," AM/FM Radio, Air Conditioning",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2007-for-sale-in-islamabad-4141929
4141926,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2011,1750000,2011," G-11, Islamabad Islamabad",123456,Karachi,1,1800,1,Maroon,Local,2, AM/FM Radio,2-Jul-20,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-islamabad-4141926
4141937,Honda City EXi S Automatic 2001,650000,2001," Korangi, Karachi Sindh",138000,Karachi,1,1300,1,Silver,Local,2," AM/FM Radio, Air Conditioning, CD Player",2-Jul-20,https://www.pakwheels.com/used-cars/honda-city-2001-for-sale-in-karachi-4141937
4141945,Suzuki Cultus Euro II (CNG) 2008,675000,2008," Cantt, Sialkot Punjab",96000,Lahore,1,1000,2,White,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2008-for-sale-in-sialkot-4141945
4141952,Suzuki Bolan VX (CNG) 2010,650000,2010," Kemari Town, Karachi Sindh",87010,Karachi,1,800,2,White,Local,4," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-bolan-2010-for-sale-in-karachi-4141952
4141949,Honda Civic Oriel 1.8 i-VTEC CVT 2017,3320000,2017," Khakwani Colony, Bahawalpur Punjab",54000,Lahore,1,1800,1,White,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-bahawalpur-4141949
4141951,Suzuki Cultus VXR 2007,590000,2007," Abul Hassan Isphani Road, Karachi Sindh",70000,Karachi,1,1000,2,White,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2007-for-sale-in-karachi-4141951
4141948,Toyota Corolla XE 1998,1100000,1998," Model Town, Lahore Punjab",327000,Bahawalpur,1,1300,2,Maroon,Local,2," AM/FM Radio, Air Conditioning",2-Jul-20,https://www.pakwheels.com/used-cars/toyota-corolla-1998-for-sale-in-lahore-4141948
4141882,Toyota Passo + Hana 1.0 2014,1600000,2014," Icon Valley, Lahore Punjab",105000,Islamabad,1,1000,1,Pink,Imported,1, Power Locks,2-Jul-20,https://www.pakwheels.com/used-cars/toyota-passo-2014-for-sale-in-lahore-4141882
4141884,Suzuki Liana RXi (CNG) 2007,900000,2007," Cantt, Lahore Punjab",89000,Lahore,1,1300,2,Blue,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-liana-2007-for-sale-in-lahore-4141884
4141876,Suzuki Cultus VXR 2006,680000,2006," F- 6, Islamabad Islamabad",122745,Islamabad,1,1000,2,Maroon,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, Cassette Player, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, USB and Auxillary Cable",2-Jul-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2006-for-sale-in-islamabad-4141876
4140567,Daihatsu Mira G SA III 2017,2150000,2017, Lahore Punjab,20000,Un-Registered,1,660,1,Yellow,Imported,1," AM/FM Radio, Air Conditioning, CD Player, Cassette Player, Power Locks, Power Steering",2-Jul-20,https://www.pakwheels.com/used-cars/daihatsu-mira-2017-for-sale-in-lahore-4140567
